id,question,answer,category,author,published_date,legal_refs,tags,views,url
138090005,"Xác thực sinh trắc học khi chuyển khoản trên 10 triệu có bắt buộc không?","Theo Quyết định 2345/QĐ-NHNN, từ 01/01/2025, giao dịch chuyển tiền trên 10 triệu đồng/lần hoặc tổng trên 20 triệu đồng/ngày qua kênh điện tử phải xác thực bằng sinh trắc học (khuôn mặt hoặc vân tay). Quy định áp dụng bắt buộc cho tất cả ngân hàng và trung gian thanh toán.","Tien te - Ngan hang","Tran Thi Huong","2026-03-24","2345/QD-NHNN","Sinh trac hoc;Chuyen khoan;Bao mat",250,"https://thuvienphapluat.vn/hoi-dap-phap-luat/xac-thuc-sinh-trac-hoc-chuyen-khoan-138090005.html"
138090006,"Phí chuyển tiền liên ngân hàng qua Napas 2026 là bao nhiêu?","Theo quy định hiện hành, phí chuyển tiền liên ngân hàng qua hệ thống Napas do ngân hàng quy định. Đa số ngân hàng miễn phí chuyển khoản liên ngân hàng online dưới 500 triệu đồng. Chuyển khoản tại quầy phí từ 5.500-11.000 đồng/giao dịch tùy ngân hàng.","Tien te - Ngan hang","Le Minh Tuan","2026-03-23","","Phi chuyen tien;Napas;Lien ngan hang",180,"https://thuvienphapluat.vn/hoi-dap-phap-luat/phi-chuyen-tien-lien-ngan-hang-napas-2026-138090006.html"
138090007,"Mất thẻ ngân hàng phải làm gì? Thủ tục khóa thẻ và cấp lại?","Khi mất thẻ: Bước 1 - gọi hotline ngân hàng khóa thẻ ngay (hoặc khóa qua app). Bước 2 - đến phòng giao dịch mang theo CCCD để làm đơn báo mất. Bước 3 - nộp phí cấp lại (50.000-100.000 đồng). Bước 4 - nhận thẻ mới sau 3-7 ngày làm việc. Số tài khoản không thay đổi.","Tien te - Ngan hang","Nguyen Van Linh","2026-03-22","","Mat the;Khoa the;Cap lai the",95,"https://thuvienphapluat.vn/hoi-dap-phap-luat/mat-the-ngan-hang-phai-lam-gi-138090007.html"
138090008,"Có được rút tiền ATM ở ngân hàng khác không? Phí bao nhiêu?","Được. Chủ thẻ có thể rút tiền tại ATM bất kỳ ngân hàng nào trong mạng lưới Napas/Banknet. Phí rút nội mạng (cùng ngân hàng): miễn phí. Phí rút ngoại mạng (khác ngân hàng): 1.650-3.300 đồng/lần. Hạn mức rút tối đa 5-10 triệu đồng/lần, 30-50 triệu đồng/ngày tùy ngân hàng.","Tien te - Ngan hang","Pham Van Cuong","2026-03-21","","Rut tien ATM;Phi rut tien;Ngoai mang",200,"https://thuvienphapluat.vn/hoi-dap-phap-luat/rut-tien-atm-ngan-hang-khac-phi-bao-nhieu-138090008.html"
138090010,"Thủ tục đăng ký thành lập doanh nghiệp tư nhân năm 2026?","Theo Luật Doanh nghiệp 2020, hồ sơ gồm: Giấy đề nghị đăng ký (theo mẫu); bản sao CCCD chủ doanh nghiệp. Nộp tại Phòng ĐKKD Sở KH&ĐT hoặc online tại dangkykinhdoanh.gov.vn. Thời hạn giải quyết: 3 ngày làm việc. Lệ phí: 50.000 đồng (miễn phí nếu nộp online).","Doanh nghiep","Nguyen Hoang Nam","2026-03-28","Luat Doanh nghiep 2020;Dieu 21;Dieu 22","Dang ky doanh nghiep;DNTN",55,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thu-tuc-dang-ky-doanh-nghiep-tu-nhan-2026-138090010.html"
138090011,"Điều kiện thành lập công ty TNHH 1 thành viên năm 2026?","Cá nhân từ 18 tuổi, có năng lực hành vi dân sự đầy đủ, không thuộc đối tượng bị cấm (công chức, sĩ quan quân đội). Không yêu cầu vốn điều lệ tối thiểu (trừ ngành nghề có yêu cầu riêng). Phải có trụ sở hợp pháp tại Việt Nam. Ngành nghề kinh doanh phải thuộc danh mục được phép.","Doanh nghiep","Tran Thi Mai","2026-03-27","Luat Doanh nghiep 2020;Dieu 74;Dieu 17","Cong ty TNHH;Thanh lap cong ty",68,"https://thuvienphapluat.vn/hoi-dap-phap-luat/dieu-kien-thanh-lap-cong-ty-tnhh-1-thanh-vien-138090011.html"
138090012,"Sự khác nhau giữa công ty TNHH và công ty cổ phần?","Công ty TNHH: tối đa 50 thành viên, không phát hành cổ phiếu, chuyển nhượng vốn hạn chế. Công ty cổ phần: từ 3 cổ đông trở lên, được phát hành cổ phiếu, tự do chuyển nhượng cổ phần. Cả hai đều có tư cách pháp nhân và chịu trách nhiệm hữu hạn trong phạm vi vốn góp.","Doanh nghiep","Nguyen Hoang Nam","2026-03-26","Luat Doanh nghiep 2020;Dieu 46;Dieu 111","TNHH;Co phan;So sanh",150,"https://thuvienphapluat.vn/hoi-dap-phap-luat/su-khac-nhau-tnhh-va-co-phan-138090012.html"
138090013,"Thủ tục giải thể doanh nghiệp tự nguyện năm 2026?","Bước 1: Quyết định giải thể (HĐTV/ĐHĐCĐ). Bước 2: Thanh lý tài sản, thanh toán nợ. Bước 3: Hoàn thành nghĩa vụ thuế, đóng MST. Bước 4: Nộp hồ sơ giải thể tại Phòng ĐKKD. Bước 5: Công bố trên Cổng thông tin quốc gia. Thời hạn: 180 ngày kể từ ngày quyết định giải thể.","Doanh nghiep","Le Van Thanh","2026-03-25","Luat Doanh nghiep 2020;Dieu 207;Dieu 208","Giai the;Doanh nghiep",40,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thu-tuc-giai-the-doanh-nghiep-2026-138090013.html"
138090014,"Mức phạt doanh nghiệp không nộp báo cáo tài chính 2026?","Theo Nghị định 41/2018/NĐ-CP sửa đổi bởi NĐ 102/2021/NĐ-CP, doanh nghiệp không nộp BCTC đúng hạn bị phạt 5-10 triệu đồng. Không nộp BCTC bị phạt 10-20 triệu đồng. BCTC có sai sót nghiêm trọng phạt 20-30 triệu đồng. Ngoài ra bị buộc nộp bổ sung báo cáo đúng quy định.","Doanh nghiep","Pham Minh Tuan","2026-03-24","41/2018/ND-CP;102/2021/ND-CP","Bao cao tai chinh;Xu phat",75,"https://thuvienphapluat.vn/hoi-dap-phap-luat/muc-phat-khong-nop-bao-cao-tai-chinh-138090014.html"
138090015,"Con dấu doanh nghiệp có bắt buộc không? Quy định mới 2026?","Theo Luật Doanh nghiệp 2020, con dấu không bắt buộc. Doanh nghiệp tự quyết định hình thức, nội dung, số lượng con dấu. Có thể sử dụng chữ ký số thay con dấu. Tuy nhiên, một số giao dịch với cơ quan nhà nước vẫn yêu cầu đóng dấu theo thói quen hành chính.","Doanh nghiep","Tran Thi Mai","2026-03-23","Luat Doanh nghiep 2020;Dieu 43","Con dau;Doanh nghiep",90,"https://thuvienphapluat.vn/hoi-dap-phap-luat/con-dau-doanh-nghiep-bat-buoc-khong-138090015.html"
138090016,"Thuế thu nhập doanh nghiệp năm 2026 là bao nhiêu phần trăm?","Thuế suất TNDN phổ thông là 20%. Doanh nghiệp có tổng doanh thu dưới 10 tỷ đồng/năm được áp dụng thuế suất 15-17%. Doanh nghiệp trong khu công nghiệp, khu kinh tế được ưu đãi thuế suất 10% trong 15 năm. Thuế suất 32-50% áp dụng cho doanh nghiệp khai thác tài nguyên.","Doanh nghiep","Nguyen Van Binh","2026-03-22","Luat Thue TNDN;Nghi dinh 218/2013/ND-CP","Thue TNDN;Thue suat",200,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thue-tndn-2026-bao-nhieu-phan-tram-138090016.html"
138090017,"Quy định mới về hóa đơn điện tử 2026 cho doanh nghiệp nhỏ?","Theo Nghị định 123/2020/NĐ-CP và Thông tư 78/2021/TT-BTC, tất cả doanh nghiệp phải sử dụng hóa đơn điện tử. Doanh nghiệp nhỏ và siêu nhỏ được miễn phí sử dụng hóa đơn điện tử qua cổng thuế điện tử trong 24 tháng đầu. Chi phí dịch vụ HĐĐT khoảng 5.000-15.000 đồng/hóa đơn.","Doanh nghiep","Le Van Thanh","2026-03-21","123/2020/ND-CP;78/2021/TT-BTC","Hoa don dien tu;Doanh nghiep nho",110,"https://thuvienphapluat.vn/hoi-dap-phap-luat/hoa-don-dien-tu-2026-doanh-nghiep-nho-138090017.html"
138090020,"Quyền thừa kế nhà đất khi không có di chúc?","Theo Điều 651 Bộ luật Dân sự 2015, khi không có di chúc, tài sản chia theo pháp luật. Hàng thừa kế thứ nhất gồm: vợ/chồng, cha mẹ đẻ, cha mẹ nuôi, con đẻ, con nuôi. Nếu không có hàng thứ nhất, chuyển sang hàng thứ hai: ông bà, anh chị em ruột, cháu ruột. Mỗi người được chia phần bằng nhau.","Bat dong san","Nguyen Thi Lan","2026-03-28","Bo luat Dan su 2015;Dieu 651;Dieu 652","Thua ke;Nha dat;Di chuc",320,"https://thuvienphapluat.vn/hoi-dap-phap-luat/quyen-thua-ke-nha-dat-khong-di-chuc-138090020.html"
138090021,"Thủ tục sang tên sổ đỏ khi mua bán nhà đất năm 2026?","Bước 1: Công chứng hợp đồng mua bán tại phòng công chứng. Bước 2: Nộp thuế (2% thuế TNCN + 0.5% lệ phí trước bạ). Bước 3: Nộp hồ sơ tại Chi nhánh VP Đăng ký đất đai. Bước 4: Nhận sổ mới trong 10-15 ngày làm việc. Hồ sơ gồm: đơn đăng ký, hợp đồng công chứng, sổ gốc, CCCD hai bên.","Bat dong san","Tran Van Hung","2026-03-27","Luat Dat dai 2024;Dieu 45;Dieu 79","Sang ten so do;Mua ban nha dat",450,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thu-tuc-sang-ten-so-do-2026-138090021.html"
138090022,"Đất thổ cư là gì? Phân biệt đất thổ cư và đất nông nghiệp?","Đất thổ cư (đất ở) là đất xây dựng nhà ở, công trình phục vụ sinh hoạt. Ký hiệu ONT (nông thôn) hoặc ODT (đô thị). Đất nông nghiệp là đất sản xuất nông nghiệp, ký hiệu LUA, HNK, CLN. Đất thổ cư được cấp sổ đỏ, xây nhà. Đất nông nghiệp phải chuyển đổi mục đích mới được xây dựng.","Bat dong san","Nguyen Thi Lan","2026-03-26","Luat Dat dai 2024;Dieu 9;Dieu 10","Dat tho cu;Dat nong nghiep;Phan biet",380,"https://thuvienphapluat.vn/hoi-dap-phap-luat/dat-tho-cu-la-gi-phan-biet-138090022.html"
138090023,"Quy định diện tích tối thiểu tách thửa đất năm 2026?","Theo Luật Đất đai 2024, diện tích tối thiểu tách thửa do UBND cấp tỉnh quy định. Ví dụ tại TPHCM: đất ở đô thị tối thiểu 36m2, nông thôn tối thiểu 80m2. Tại Hà Nội: đô thị 30m2, nông thôn 60m2. Thửa đất sau tách phải đảm bảo có lối đi và điều kiện hạ tầng.","Bat dong san","Tran Van Hung","2026-03-25","Luat Dat dai 2024;Dieu 220","Tach thua;Dien tich toi thieu",290,"https://thuvienphapluat.vn/hoi-dap-phap-luat/dien-tich-toi-thieu-tach-thua-2026-138090023.html"
138090024,"Hợp đồng đặt cọc mua nhà đất có cần công chứng không?","Theo Bộ luật Dân sự 2015, hợp đồng đặt cọc không bắt buộc công chứng. Tuy nhiên, nên công chứng để đảm bảo giá trị pháp lý cao hơn, tránh tranh chấp. Nội dung hợp đồng cần có: thông tin các bên, mô tả tài sản, số tiền cọc, thời hạn, điều kiện phạt cọc, cam kết hai bên.","Bat dong san","Le Thi Thuy","2026-03-24","Bo luat Dan su 2015;Dieu 328;Dieu 329","Dat coc;Mua nha;Cong chung",210,"https://thuvienphapluat.vn/hoi-dap-phap-luat/hop-dong-dat-coc-mua-nha-cong-chung-138090024.html"
138090025,"Bảng giá đất năm 2026 tại TPHCM có gì thay đổi?","Theo Quyết định của UBND TPHCM, bảng giá đất 2026 áp dụng phương pháp hệ số điều chỉnh theo Luật Đất đai 2024. Giá đất ở đô thị tăng trung bình 15-25% so với 2025. Đất thương mại dịch vụ tăng 10-20%. Bảng giá mới áp dụng từ 01/01/2026 và điều chỉnh hàng năm.","Bat dong san","Pham Van Hai","2026-03-23","Luat Dat dai 2024;Nghi dinh 71/2024/ND-CP","Bang gia dat;TPHCM;2026",500,"https://thuvienphapluat.vn/hoi-dap-phap-luat/bang-gia-dat-2026-tphcm-138090025.html"
138090026,"Thế chấp sổ đỏ vay ngân hàng cần những giấy tờ gì?","Hồ sơ gồm: Sổ đỏ gốc (GCN quyền sử dụng đất); CCCD hai vợ chồng (nếu tài sản chung); giấy đăng ký kết hôn; hợp đồng thế chấp (ngân hàng chuẩn bị); chứng minh thu nhập (sao kê lương, BCTC). Thời gian thẩm định 3-7 ngày. Khoản vay tối đa 70% giá trị tài sản thế chấp.","Bat dong san","Nguyen Thi Lan","2026-03-22","Luat Dat dai 2024;Bo luat Dan su 2015;Dieu 317","The chap;So do;Vay ngan hang",180,"https://thuvienphapluat.vn/hoi-dap-phap-luat/the-chap-so-do-vay-ngan-hang-138090026.html"
138090027,"Người nước ngoài có được mua nhà tại Việt Nam không?","Theo Luật Nhà ở 2023, cá nhân nước ngoài được nhập cảnh hợp pháp được mua/thuê mua nhà ở thương mại (căn hộ chung cư, nhà ở riêng lẻ trong dự án). Sở hữu tối đa 50 năm, có thể gia hạn. Không quá 30% căn hộ trong 1 tòa nhà hoặc 10% nhà trong 1 dự án thuộc sở hữu người nước ngoài.","Bat dong san","Tran Van Hung","2026-03-21","Luat Nha o 2023;Dieu 19;Dieu 20","Nguoi nuoc ngoai;Mua nha;Viet Nam",350,"https://thuvienphapluat.vn/hoi-dap-phap-luat/nguoi-nuoc-ngoai-mua-nha-viet-nam-138090027.html"
138090028,"Phí công chứng hợp đồng mua bán nhà đất năm 2026?","Theo Thông tư 257/2016/TT-BTC, phí công chứng tính theo giá trị hợp đồng: dưới 50 triệu: 50.000đ; 50 triệu-1 tỷ: 0.1%; 1-3 tỷ: 0.06%; 3-5 tỷ: 0.05%; 5-10 tỷ: 0.04%; trên 10 tỷ: 0.03%. Ví dụ hợp đồng 3 tỷ đồng: phí khoảng 1.7 triệu đồng. Phí này do bên mua hoặc bán chịu theo thỏa thuận.","Bat dong san","Le Thi Thuy","2026-03-20","257/2016/TT-BTC","Phi cong chung;Mua ban nha dat",270,"https://thuvienphapluat.vn/hoi-dap-phap-luat/phi-cong-chung-mua-ban-nha-dat-2026-138090028.html"
138090030,"Mức lương tối thiểu vùng 2026 là bao nhiêu?","Theo Nghị định 74/2024/NĐ-CP, mức lương tối thiểu từ 01/07/2024: Vùng I: 4.960.000đ; Vùng II: 4.410.000đ; Vùng III: 3.860.000đ; Vùng IV: 3.450.000đ. Năm 2026 dự kiến điều chỉnh tăng 6% từ 01/07/2026 theo đề xuất của Hội đồng Tiền lương quốc gia.","Lao dong - Tien luong","Nguyen Van Binh","2026-03-28","74/2024/ND-CP;Bo luat Lao dong 2019;Dieu 91","Luong toi thieu;Vung",800,"https://thuvienphapluat.vn/hoi-dap-phap-luat/muc-luong-toi-thieu-vung-2026-138090030.html"
138090031,"Chế độ thai sản 2026: nghỉ bao nhiêu ngày, hưởng bao nhiêu tiền?","Lao động nữ sinh con nghỉ 6 tháng hưởng chế độ thai sản. Mức hưởng: 100% bình quân tiền lương đóng BHXH 6 tháng trước nghỉ. Trợ cấp 1 lần: 2 tháng lương cơ sở (2.340.000đ x 2 = 4.680.000đ năm 2026). Lao động nam: nghỉ 5-14 ngày khi vợ sinh tùy trường hợp.","Lao dong - Tien luong","Tran Thi Nga","2026-03-27","Luat BHXH 2024;Dieu 52;Dieu 53","Thai san;BHXH;Nghi sinh",650,"https://thuvienphapluat.vn/hoi-dap-phap-luat/che-do-thai-san-2026-138090031.html"
138090032,"Thời gian thử việc tối đa theo Bộ luật Lao động 2019?","Theo Điều 25 Bộ luật Lao động 2019: công việc cần trình độ chuyên môn từ cao đẳng trở lên: tối đa 60 ngày. Công việc cần trình độ trung cấp, công nhân kỹ thuật: tối đa 30 ngày. Công việc khác: tối đa 6 ngày. Lương thử việc ít nhất 85% lương chính thức. Chỉ thử việc 1 lần cho 1 công việc.","Lao dong - Tien luong","Luong Thi Tam Nhu","2026-03-26","Bo luat Lao dong 2019;Dieu 25;Dieu 26","Thu viec;Thoi gian;Luong thu viec",420,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thoi-gian-thu-viec-toi-da-138090032.html"
138090033,"Người lao động được nghỉ phép năm bao nhiêu ngày?","Theo Điều 113 Bộ luật Lao động 2019: điều kiện bình thường: 12 ngày/năm. Công việc nặng nhọc, độc hại: 14 ngày/năm. Công việc đặc biệt nặng nhọc: 16 ngày/năm. Cứ 5 năm làm việc thêm 1 ngày phép. Ngày phép chưa nghỉ được thanh toán bằng tiền khi nghỉ việc.","Lao dong - Tien luong","Nguyen Van Tan","2026-03-25","Bo luat Lao dong 2019;Dieu 113;Dieu 114","Nghi phep;Phep nam;Thanh toan phep",550,"https://thuvienphapluat.vn/hoi-dap-phap-luat/nghi-phep-nam-bao-nhieu-ngay-138090033.html"
138090034,"Điều kiện hưởng bảo hiểm thất nghiệp 2026?","Theo Luật Việc làm 2025, điều kiện hưởng BHTN: đóng BHTN từ đủ 12 tháng trong 24 tháng trước khi thất nghiệp; đã đăng ký thất nghiệp tại Trung tâm DVVL trong 3 tháng; chưa tìm được việc sau 15 ngày đăng ký. Mức hưởng: 60% bình quân tiền lương 6 tháng. Tối đa 12 tháng.","Lao dong - Tien luong","Le Thi Hoa","2026-03-24","Luat Viec lam 2025;125/2025/ND-CP","BHTN;That nghiep;Dieu kien",380,"https://thuvienphapluat.vn/hoi-dap-phap-luat/dieu-kien-huong-bao-hiem-that-nghiep-2026-138090034.html"
138090035,"Người lao động tự ý nghỉ việc không báo trước bị xử lý thế nào?","Theo Điều 39 Bộ luật Lao động 2019, NLĐ đơn phương chấm dứt HĐLĐ không đúng quy định phải: bồi thường nửa tháng lương; hoàn trả chi phí đào tạo (nếu có); không được trợ cấp thôi việc. Ngoài ra phải báo trước đúng thời hạn: 45 ngày (HĐLĐ không xác định thời hạn), 30 ngày (HĐLĐ xác định thời hạn).","Lao dong - Tien luong","Tran Minh Quang","2026-03-23","Bo luat Lao dong 2019;Dieu 39;Dieu 40","Nghi viec;Boi thuong;Bao truoc",300,"https://thuvienphapluat.vn/hoi-dap-phap-luat/tu-y-nghi-viec-khong-bao-truoc-138090035.html"
138090036,"Tuổi nghỉ hưu năm 2026 là bao nhiêu?","Theo Điều 169 Bộ luật Lao động 2019, tuổi nghỉ hưu tăng dần hàng năm. Năm 2026: nam 61 tuổi 3 tháng, nữ 56 tuổi 8 tháng. Lộ trình đến 2028 nam đủ 62 tuổi, đến 2035 nữ đủ 60 tuổi. Nghỉ hưu sớm hơn 5 năm nếu làm công việc nặng nhọc hoặc suy giảm khả năng lao động từ 61%.","Lao dong - Tien luong","Pham Minh Tuan","2026-03-22","Bo luat Lao dong 2019;Dieu 169","Tuoi nghi huu;Huu tri;2026",700,"https://thuvienphapluat.vn/hoi-dap-phap-luat/tuoi-nghi-huu-2026-138090036.html"
138090037,"Làm thêm giờ tối đa bao nhiêu giờ trong tháng 2026?","Theo Nghị quyết 17/2022/UBTVQH15, số giờ làm thêm tối đa: không quá 40 giờ/tháng (bình thường) hoặc 60 giờ/tháng (trường hợp đặc biệt). Tổng không quá 300 giờ/năm. Tiền lương làm thêm: ngày thường 150%, ngày nghỉ hàng tuần 200%, ngày lễ 300% lương ngày bình thường.","Lao dong - Tien luong","Nguyen Van Tan","2026-03-21","Bo luat Lao dong 2019;Dieu 107;17/2022/UBTVQH15","Lam them gio;Tang ca;Luong lam them",480,"https://thuvienphapluat.vn/hoi-dap-phap-luat/lam-them-gio-toi-da-2026-138090037.html"
138090040,"Thủ tục ly hôn thuận tình năm 2026?","Bước 1: Hai bên chuẩn bị đơn xin ly hôn thuận tình (có thỏa thuận về con, tài sản). Bước 2: Nộp đơn tại TAND cấp huyện nơi cư trú. Bước 3: Tòa triệu tập hòa giải (trong 15 ngày). Bước 4: Nếu hòa giải không thành, tòa mở phiên họp công nhận thuận tình ly hôn. Thời gian: 1-2 tháng. Án phí: 300.000đ.","Quyen dan su","Nguyen Thi Hien","2026-03-28","Luat Hon nhan va Gia dinh 2014;Dieu 55;Bo luat TTDS 2015","Ly hon;Thuan tinh;Thu tuc",600,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thu-tuc-ly-hon-thuan-tinh-2026-138090040.html"
138090041,"Quyền nuôi con sau ly hôn thuộc về ai?","Theo Điều 81 Luật Hôn nhân và Gia đình 2014, con dưới 36 tháng tuổi giao cho mẹ nuôi (trừ trường hợp mẹ không đủ điều kiện). Con từ 7 tuổi trở lên được xem xét nguyện vọng. Tòa căn cứ vào: điều kiện kinh tế, đạo đức, thời gian chăm sóc, môi trường sống để quyết định.","Quyen dan su","Tran Thi Lan","2026-03-27","Luat Hon nhan va Gia dinh 2014;Dieu 81;Dieu 82","Quyen nuoi con;Ly hon",450,"https://thuvienphapluat.vn/hoi-dap-phap-luat/quyen-nuoi-con-sau-ly-hon-138090041.html"
138090042,"Thủ tục đăng ký kết hôn năm 2026 cần giấy tờ gì?","Theo Luật Hộ tịch 2014, hồ sơ gồm: Tờ khai đăng ký kết hôn (theo mẫu); CCCD hai bên; giấy xác nhận tình trạng hôn nhân. Nộp tại UBND cấp xã nơi cư trú một trong hai bên. Thời hạn giải quyết: 5 ngày làm việc. Lệ phí: miễn phí (đăng ký lần đầu). Nam từ 20 tuổi, nữ từ 18 tuổi.","Quyen dan su","Le Thi Mai","2026-03-26","Luat Ho tich 2014;Dieu 18;Luat HNGD 2014;Dieu 8","Ket hon;Dang ky;Thu tuc",350,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thu-tuc-dang-ky-ket-hon-2026-138090042.html"
138090043,"Làm lại giấy khai sinh bị mất cần thủ tục gì?","Trường hợp mất giấy khai sinh gốc, thực hiện đăng ký lại khai sinh tại UBND cấp xã nơi đã đăng ký trước đó. Hồ sơ: Tờ khai đăng ký lại khai sinh; bản sao CCCD; giấy tờ chứng minh sự kiện sinh (hồ sơ bệnh viện, sổ hộ khẩu cũ). Thời hạn: 5 ngày. Lệ phí: miễn phí lần đầu.","Quyen dan su","Nguyen Thi Hien","2026-03-25","Luat Ho tich 2014;Dieu 24;Dieu 26","Giay khai sinh;Dang ky lai",280,"https://thuvienphapluat.vn/hoi-dap-phap-luat/lam-lai-giay-khai-sinh-bi-mat-138090043.html"
138090044,"Điều kiện nhận con nuôi theo quy định pháp luật 2026?","Theo Luật Nuôi con nuôi 2010, điều kiện người nhận: hơn con nuôi từ 20 tuổi trở lên; có năng lực hành vi dân sự đầy đủ; có điều kiện kinh tế, chỗ ở; có tư cách đạo đức tốt; không bị hạn chế quyền cha mẹ. Hồ sơ nộp tại Sở Tư pháp. Thời gian xử lý: 30 ngày.","Quyen dan su","Pham Thi Hoa","2026-03-24","Luat Nuoi con nuoi 2010;Dieu 14","Nhan con nuoi;Dieu kien",120,"https://thuvienphapluat.vn/hoi-dap-phap-luat/dieu-kien-nhan-con-nuoi-2026-138090044.html"
138090045,"Thủ tục cấp lại CCCD bị mất năm 2026?","Bước 1: Khai báo mất CCCD tại công an cấp xã. Bước 2: Đến cơ quan công an cấp huyện/tỉnh nộp hồ sơ cấp lại. Bước 3: Chụp ảnh, lấy vân tay, mống mắt. Bước 4: Nhận CCCD mới sau 7 ngày (cấp huyện) hoặc 3 ngày (cấp tỉnh). Lệ phí: 70.000đ. Số CCCD không thay đổi.","Quyen dan su","Vo Minh Tuan","2026-03-23","Luat Can cuoc 2023;Dieu 25","CCCD;Cap lai;Thu tuc",500,"https://thuvienphapluat.vn/hoi-dap-phap-luat/thu-tuc-cap-lai-cccd-bi-mat-2026-138090045.html"
138090046,"Mức phạt vi phạm giao thông xe máy không đội mũ bảo hiểm 2026?","Theo Nghị định 168/2024/NĐ-CP, người điều khiển xe máy không đội mũ bảo hiểm bị phạt 400.000-600.000 đồng. Người ngồi sau không đội mũ: phạt người điều khiển 400.000-600.000 đồng. Đội mũ không cài quai: phạt 200.000-400.000 đồng. Ngoài ra trừ 2 điểm giấy phép lái xe.","Giao thong - Van tai","Tran Van Minh","2026-03-28","168/2024/ND-CP","Mu bao hiem;Xe may;Xu phat",900,"https://thuvienphapluat.vn/hoi-dap-phap-luat/phat-khong-doi-mu-bao-hiem-2026-138090046.html"
138090047,"Quy định nồng độ cồn khi lái xe 2026?","Theo Nghị định 168/2024/NĐ-CP và Luật Trật tự ATGT đường bộ 2024, nồng độ cồn bằng 0 đối với người lái xe. Bất kỳ mức cồn nào đều bị xử phạt. Xe máy: phạt 2-3 triệu (cồn chưa vượt 0.25mg/l), 4-5 triệu (0.25-0.4mg/l), 6-8 triệu (trên 0.4mg/l). Ô tô phạt gấp đôi.","Giao thong - Van tai","Pham Van Hai","2026-03-27","168/2024/ND-CP;Luat Trat tu ATGT 2024","Nong do con;Xu phat;Lai xe",1200,"https://thuvienphapluat.vn/hoi-dap-phap-luat/nong-do-con-lai-xe-2026-138090047.html"
138090048,"Bằng lái xe hạng B1 được điều khiển những loại xe nào?","Theo Luật Trật tự ATGT đường bộ 2024, GPLX hạng B1 được điều khiển: ô tô chở người đến 9 chỗ; ô tô tải trọng dưới 3.5 tấn; ô tô chuyên dùng tải trọng dưới 3.5 tấn. Không được lái xe kéo moóc, xe container. Tuổi tối thiểu: 18 tuổi. Thời hạn GPLX: 10 năm.","Giao thong - Van tai","Nguyen Van Binh","2026-03-26","Luat Trat tu ATGT 2024;Dieu 58","Bang lai xe;Hang B1;O to",750,"https://thuvienphapluat.vn/hoi-dap-phap-luat/bang-lai-xe-hang-b1-duoc-lai-xe-nao-138090048.html"
138090049,"Phí đăng ký xe ô tô mới năm 2026 bao nhiêu?","Lệ phí trước bạ ô tô: lần đầu 10-12% (tùy tỉnh), ô tô đã qua sử dụng 2%. Tại TPHCM: 10%, Hà Nội: 12%. Phí đăng ký biển số: 20 triệu đồng (khu vực 1), 150.000đ (khu vực khác). Phí kiểm định: 340.000đ. Bảo hiểm TNDS bắt buộc: 480.000đ/năm. Tổng chi phí ước tính từ 25-50 triệu tùy giá xe.","Giao thong - Van tai","Tran Van Minh","2026-03-25","Nghi dinh 10/2022/ND-CP;Thong tu 13/2022/TT-BTC","Dang ky xe;Le phi;O to moi",600,"https://thuvienphapluat.vn/hoi-dap-phap-luat/phi-dang-ky-xe-o-to-moi-2026-138090049.html"
138090050,"Hạn đổi giấy phép lái xe ô tô là bao lâu?","Theo Luật Trật tự ATGT 2024, GPLX hạng B1 có thời hạn 10 năm. Phải đổi trước khi hết hạn. Hồ sơ: đơn đề nghị, GPLX cũ, CCCD, giấy khám sức khỏe, ảnh 3x4. Nộp tại Sở GTVT hoặc online qua dichvucong.gov.vn. Thời gian: 5 ngày. Lệ phí: 135.000đ. GPLX hết hạn trên 3 tháng phải thi lại.","Giao thong - Van tai","Pham Van Hai","2026-03-24","Luat Trat tu ATGT 2024;Dieu 62","GPLX;Doi bang lai;Han su dung",430,"https://thuvienphapluat.vn/hoi-dap-phap-luat/han-doi-giay-phep-lai-xe-138090050.html"
138090051,"Mức phạt vượt đèn đỏ đối với ô tô năm 2026?","Theo Nghị định 168/2024/NĐ-CP, ô tô vượt đèn đỏ bị phạt 18-20 triệu đồng (trước đây 4-6 triệu). Ngoài ra bị tước GPLX 2-4 tháng và trừ 4 điểm. Xe máy vượt đèn đỏ: phạt 4-6 triệu đồng, trừ 4 điểm. Mức phạt tăng gấp 3-4 lần so với quy định cũ.","Giao thong - Van tai","Nguyen Van Binh","2026-03-23","168/2024/ND-CP","Vuot den do;Xu phat;O to",1100,"https://thuvienphapluat.vn/hoi-dap-phap-luat/phat-vuot-den-do-o-to-2026-138090051.html"
