"id","title","content","category","doc_type","doc_number","agency","published_date","url","crawled_at"
- Dữ liệu để phục vụ việc quản lý, điều hành và ra quyết định trong hoạt động của tổ chức tín dụng, bao gồm cả dữ liệu rủi ro được quản lý theo quy định tại Điều 24  Thông tư 62/2025/TT-NHNN ;

- Các báo cáo nội bộ và thông tin quản lý khác được gửi, tiếp nhận, xử lý theo quy định nội bộ của tổ chức tín dụng;

- Hạ tầng công nghệ thông tin (phần cứng, phần mềm) phù hợp với yêu cầu của hệ thống thông tin quản lý;

- Các hệ thống dự phòng để đảm bảo việc lưu trữ, sử dụng dữ liệu, thông tin được an toàn, hiệu quả và không bị gián đoạn.

Hệ thống thông tin quản lý của tổ chức tín dụng tối thiểu bao gồm những gì? (Hình từ Internet)

Căn cứ theo khoản 3 Điều 8  Thông tư 62/2025/TT-NHNN  quy định hệ thống thông tin quản lý của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô phải đảm bảo những nội dung như sau:

- Dữ liệu, thông tin, đầy đủ, chính xác, kịp thời, đáp ứng các yêu cầu quản lý của tổ chức tín dụng theo quy định tại Thông tư này, quy định nội bộ của tổ chức tín dụng; nguồn dữ liệu, thông tin đầu vào phải được kiểm tra độ tin cậy;

- Đảm bảo an toàn, bảo mật dữ liệu thông tin theo quy định của pháp luật và quy định nội bộ của tổ chức tín dụng;

- Hội đồng quản trị, Hội đồng thành viên, Ban kiểm soát, Tổng giám đốc (Giám đốc) và các cá nhân, bộ phận liên quan được cung cấp thông tin đầy đủ, kịp thời để thực hiện chức năng, nhiệm vụ, quyền hạn của mình;

- Có cơ chế báo cáo kịp thời cho các cấp có thẩm quyền của tổ chức tín dụng về các hành vi vi phạm pháp luật, quy định nội bộ, chuẩn mực đạo đức nghề nghiệp của các cá nhân, bộ phận đảm bảo bảo mật thông tin và bảo vệ người cung cấp thông tin;

- Được rà soát, đánh giá lại tối thiểu hằng năm và đột xuất khi cần thiết; được nâng cấp, cập nhật thường xuyên phù hợp với nhu cầu thông tin quản lý, quy mô, cơ cấu và mức độ phức tạp trong hoạt động kinh doanh của tổ chức tín dụng đảm bảo tuân thủ các quy định của pháp luật, quy định nội bộ của tổ chức tín dụng.

Căn cứ theo khoản 8 Điều 9  Thông tư 62/2025/TT-NHNN  quy định thời hạn báo cáo nội bộ về hệ thống kiểm soát nội bộ của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô được như sau:

- Báo cáo nội bộ về kiểm soát nội bộ: Định kỳ hằng năm hoặc đột xuất theo quy định nội bộ của tổ chức tín dụng;

- Báo cáo nội bộ về rủi ro tín dụng: Định kỳ tối thiểu hằng quý hoặc đột xuất theo quy định nội bộ của tổ chức tín dụng;

- Báo cáo nội bộ về rủi ro hoạt động: Định kỳ hằng năm hoặc đột xuất theo quy định nội bộ của tổ chức tín dụng;

- Báo cáo nội bộ về rủi ro thanh khoản: Định kỳ tối thiểu hằng quý hoặc đột xuất theo quy định nội bộ của tổ chức tín dụng;

- Báo cáo nội bộ về rủi ro tập trung: Định kỳ tối thiểu 06 tháng hoặc đột xuất theo quy định nội bộ của tổ chức tín dụng;

- Báo cáo nội bộ về kiểm toán nội bộ:

(i) Tổ chức tín dụng thực hiện báo cáo định kỳ hằng năm hoặc đột xuất theo quy định nội bộ của Ban kiểm soát của tổ chức tín dụng;

(ii) Quỹ tín dụng nhân dân (ngoài việc thực hiện báo cáo theo quy định tại điểm e(i) khoản 8 Điều 9  Thông tư 62/2025/TT-NHNN ) thực hiện báo cáo định kỳ hằng quý đối với nội dung về hoạt động cho vay.","","","","","2026-03-28","https://thuvienphapluat.vn/hoi-dap-phap-luat/he-thong-thong-tin-quan-ly-cua-to-chuc-tin-dung-la-hop-tac-xa-to-chuc-tai-chinh-vi-mo-toi-thieu-bao-138084938.html","2026-04-08T16:11:45.115741+00:00"
"138084973","Báo cáo nội bộ về rủi ro tín dụng tối thiểu của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô bao gồm những nội dung gì?","Căn cứ theo khoản 3 Điều 9  Thông tư 62/2025/TT-NHNN  quy định báo cáo nội bộ về rủi ro tín dụng tối thiểu của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô bao gồm những nội dung như sau:

- Chất lượng tín dụng đối với các khoản cấp tín dụng, danh mục cấp tín dụng theo đối tượng khách hàng; sản phẩm.

Báo cáo nội bộ về rủi ro tín dụng của ngân hàng hợp tác xã phải có thêm nội dung về chất lượng tín dụng đối với các khoản cấp tín dụng, danh mục cấp tín dụng theo ngành kinh tế;

- Khoản cấp tín dụng có vấn đề, các biện pháp xử lý khoản cấp tín dụng có vấn đề;

- Khách hàng có dư nợ tín dụng thực tế cao hơn hạn mức rủi ro tín dụng quy định tại điểm a khoản 2 Điều 28  Thông tư 62/2025/TT-NHNN .

Báo cáo nội bộ về rủi ro tín dụng của ngân hàng hợp tác xã phải có thêm nội dung về ngành kinh tế có dư nợ tín dụng thực tế cao hơn hạn mức rủi ro tín dụng quy định tại điểm a khoản 2 Điều 28  Thông tư 62/2025/TT-NHNN ;

- Giá trị tài sản bảo đảm, danh mục tài sản bảo đảm theo từng loại tài sản bảo đảm quy định tại Điều 34  Thông tư 62/2025/TT-NHNN ;

- Tình hình trích lập dự phòng rủi ro, sử dụng dự phòng rủi ro để xử lý rủi ro tín dụng;

- Cảnh báo sớm khả năng vi phạm các giới hạn, hạn mức rủi ro tín dụng;

- Các vi phạm về quản lý rủi ro tín dụng và lý do vi phạm;

- Các đề xuất, kiến nghị về quản lý rủi ro tín dụng;

- Kết quả thực hiện các yêu cầu, kiến nghị về quản lý rủi ro tín dụng của kiểm toán nội bộ, Ngân hàng Nhà nước, tổ chức kiểm toán độc lập, cơ quan có thẩm quyền khác.

Báo cáo nội bộ về rủi ro tín dụng tối thiểu của tổ chức tín dụng là hợp tác xã, tổ chức tài chính vi mô bao gồm những nội dung gì? (Hình từ Internet)

Căn cứ theo khoản 4 Điều 9  Thông tư 62/2025/TT-NHNN  quy định báo cáo nội bộ về rủi ro hoạt động tối thiểu bao gồm các nội dung như sau:

- Các trường hợp phát sinh rủi ro hoạt động trong kỳ báo cáo và lý do;

- Dữ liệu tổn thất do rủi ro hoạt động, các biện pháp xử lý tổn thất và duy trì hoạt động liên tục (nếu có);

- Việc xây dựng, hoàn thiện kế hoạch duy trì hoạt động liên tục, việc kích hoạt, kết quả thử nghiệm, diễn tập, kết quả rà soát kế hoạch này (nếu có);

- Sự kiện, tác động bên ngoài ảnh hưởng đến rủi ro hoạt động của tổ chức tín dụng;

- Tình hình hoạt động thuê ngoài và quản lý rủi ro hoạt động đối với hoạt động thuê ngoài (nếu có);

-Thay đổi về ứng dụng công nghệ (nếu có) và tình hình quản lý rủi ro hoạt động trong ứng dụng công nghệ;

- Các đề xuất, kiến nghị về quản lý rủi ro hoạt động;

- Kết quả thực hiện các yêu cầu, kiến nghị về quản lý rủi ro hoạt động của kiểm toán nội bộ, Ngân hàng Nhà nước, tổ chức kiểm toán độc lập, cơ quan có thẩm quyền khác.

Căn cứ theo khoản 5 Điều 9  Thông tư 62/2025/TT-NHNN  quy định báo cáo nội bộ về rủi ro thanh khoản tối thiểu bao gồm các nội dung như sau:

Quy định nội bộ của Ban kiểm soát phải có nội dung về kiểm toán nội bộ tối thiểu bao gồm:

- Nhận định về tình hình thanh khoản trên thị trường;

- Cơ cấu của bảng cân đối tài sản; sản phẩm huy động vốn mới phát sinh trong kỳ báo cáo; đối tượng gửi tiền; kỳ hạn và lãi suất tiền gửi;

- Các nguồn thanh khoản, chênh lệch về dòng tiền, kỳ hạn nguồn vốn, tình hình tuân thủ các hạn mức rủi ro thanh khoản;

- Kết quả kiểm tra sức chịu đựng về thanh khoản trong kỳ báo cáo;

- Các đề xuất, kiến nghị về quản lý rủi ro thanh khoản;

- Kết quả thực hiện các yêu cầu, kiến nghị về quản lý rủi ro thanh khoản của kiểm toán nội bộ, Ngân hàng Nhà nước, tổ chức kiểm toán độc lập, cơ quan có thẩm quyền khác.

Căn cứ theo khoản 6 Điều 9  Thông tư 62/2025/TT-NHNN  quy định báo cáo nội bộ về rủi ro tập trung tối thiểu bao gồm các nội dung như sau:

Quy định nội bộ của Ban kiểm soát phải có nội dung về kiểm toán nội bộ tối thiểu bao gồm:

- Cơ cấu tín dụng theo sản phẩm tín dụng; khách hàng.

Báo cáo nội bộ về rủi ro tập trung của ngân hàng hợp tác xã phải có thêm nội dung về cơ cấu tín dụng theo ngành kinh tế;

- Cơ cấu danh mục giao dịch tự doanh theo đối tác giao dịch, sản phẩm giao dịch;

- Tình hình thực hiện các hạn mức rủi ro tập trung, lý do vượt hạn mức (nếu có);

- Các đề xuất, kiến nghị về quản lý rủi ro tập trung;

- Kết quả thực hiện các yêu cầu, kiến nghị về quản lý rủi ro tập trung của kiểm toán nội bộ, Ngân hàng Nhà nước, tổ chức kiểm toán độc lập, cơ quan có thẩm quyền khác.","","","","","2026-03-27","https://thuvienphapluat.vn/hoi-dap-phap-luat/bao-cao-noi-bo-ve-rui-ro-tin-dung-toi-thieu-cua-to-chuc-tin-dung-la-hop-tac-xa-to-chuc-tai-chinh-vi-138084973.html","2026-04-08T16:11:50.034240+00:00"
"138084974","Thủ tục chiết khấu công cụ chuyển nhượng, giấy tờ có giá khác được thực hiện như thế nào từ ngày 02/03/2026?","Căn cứ Điều 12  Thông tư 81/2025/TT-NHNN , thủ tục chiết khấu công cụ chuyển nhượng, giấy tờ có giá khác được thực hiện như sau:

- Khi khách hàng có nhu cầu chiết khấu, tổ chức tín dụng phải yêu cầu khách hàng cung cấp tài liệu, dữ liệu theo quy định tại khoản 2 Điều 12  Thông tư 81/2025/TT-NHNN . Tổ chức tín dụng thẩm định đánh giá mục đích sử dụng số tiền chiết khấu hợp pháp, khả năng tài chính của khách hàng và khả năng thanh toán của công cụ chuyển nhượng, giấy tờ có giá khác để ra quyết định thực hiện hoạt động chiết khấu.

- Khi có yêu cầu từ tổ chức tín dụng, khách hàng phải cung cấp cho tổ chức tín dụng:

+ Tài liệu, dữ liệu chứng minh khả năng tài chính của khách hàng, phương án sử dụng số tiền chiết khấu khả thi, mục đích sử dụng số tiền chiết khấu hợp pháp; tài liệu, dữ liệu chứng minh công cụ chuyển nhượng, giấy tờ có giá khác có đủ điều kiện chiết khấu theo quy định tại Thông tư này; tài liệu, dữ liệu khác do tổ chức tín dụng hướng dẫn;

+ Thông tin về người có liên quan của khách hàng theo quy định tại khoản 24 Điều 4  Luật Các tổ chức tín dụng 2024  trong trường hợp quy định tại khoản 5 Điều 12  Thông tư 81/2025/TT-NHNN .

Thông tin về người có liên quan là cá nhân, bao gồm: họ và tên; số định danh cá nhân; quốc tịch, số hộ chiếu, ngày cấp, nơi cấp đối với người nước ngoài; mối quan hệ với khách hàng.

Thông tin về người có liên quan là tổ chức, bao gồm: tên, mã số doanh nghiệp, địa chỉ trụ sở chính của doanh nghiệp, số Giấy chứng nhận đăng ký doanh nghiệp hoặc giấy tờ pháp lý tương đương, người đại diện theo pháp luật, mối quan hệ với khách hàng.

- Khi tổ chức tín dụng chấp thuận chiết khấu cho khách hàng, khách hàng chuyển giao ngay và thực hiện các thủ tục về chuyển nhượng công cụ chuyển nhượng, chuyển quyền sở hữu giấy tờ có giá khác cho tổ chức tín dụng theo quy định của pháp luật.

- Trường hợp chiết khấu theo phương thức mua có kỳ hạn, khi khách hàng hoàn thành nghĩa vụ cam kết mua lại công cụ chuyển nhượng, giấy tờ có giá khác, tổ chức tín dụng chuyển giao ngay và thực hiện các thủ tục về chuyển nhượng công cụ chuyển nhượng, chuyển quyền sở hữu giấy tờ có giá khác cho khách hàng theo quy định của pháp luật.

- Quy định tại điểm b khoản 2 Điều 12  Thông tư 81/2025/TT-NHNN  áp dụng trong trường hợp:

+ Tại thời điểm đề nghị chiết khấu tại ngân hàng thương mại, ngân hàng hợp tác xã, chi nhánh ngân hàng nước ngoài, khách hàng có tổng mức dư nợ cấp tín dụng (bao gồm cả số tiền đang đề nghị chiết khấu) lớn hơn hoặc bằng 0,1% vốn tự có của ngân hàng thương mại, ngân hàng hợp tác xã, chi nhánh ngân hàng nước ngoài đó tại cuối ngày làm việc gần nhất;

+ Tại thời điểm đề nghị chiết khấu tại công ty tài chính tổng hợp, công ty tài chính chuyên ngành, khách hàng có tổng mức dư nợ cấp tín dụng (bao gồm cả số tiền đang đề nghị chiết khấu) lớn hơn hoặc bằng 0,5% vốn tự có của công ty tài chính tổng hợp, công ty tài chính chuyên ngành đó tại cuối ngày làm việc gần nhất;

+ Trường hợp tổ chức tín dụng có vốn tự có âm, các tỷ lệ trên được xác định trên vốn điều lệ đối với ngân hàng thương mại, công ty tài chính tổng hợp, công ty tài chính chuyên ngành, ngân hàng hợp tác xã; hoặc vốn được cấp đối với chi nhánh ngân hàng nước ngoài.

- Trình tự, thủ tục chiết khấu công cụ chuyển nhượng, giấy tờ có giá khác được quy định cụ thể trong quy định nội bộ về hoạt động chiết khấu của tổ chức tín dụng.

Thủ tục chiết khấu công cụ chuyển nhượng, giấy tờ có giá khác được thực hiện như thế nào từ ngày 02/03/2026? (Hình từ Internet)

Theo Điều 11  Thông tư 81/2025/TT-NHNN , hợp đồng chiết khấu được lập thành văn bản, trường hợp là hợp đồng điện tử thực hiện theo quy định của pháp luật về giao dịch điện tử. Hợp đồng chiết khấu bao gồm tối thiểu các nội dung chính sau:

- Tên và địa chỉ của tổ chức tín dụng chiết khấu.

- Họ và tên, địa chỉ, số định danh cá nhân hoặc số hộ chiếu đối với khách hàng là cá nhân; tên, mã số doanh nghiệp hoặc số định danh của tổ chức, hoặc mã định danh điện tử của tổ chức, địa chỉ trụ sở chính, người đại diện theo pháp luật đối với khách hàng là tổ chức.

- Các thông tin chính của công cụ chuyển nhượng, giấy tờ có giá khác được chiết khấu.

- Giá chiết khấu, mục đích sử dụng số tiền chiết khấu, đồng tiền chiết khấu, đồng tiền mua lại, thời hạn chiết khấu, lãi suất chiết khấu, các loại phí liên quan, quyền và nghĩa vụ của các bên, các trường hợp chấm dứt hợp đồng chiết khấu trước thời hạn, xử lý vi phạm hợp đồng.

- Các nội dung khác do các bên thỏa thuận phù hợp với quy định của pháp luật.

Căn cứ Điều 10  Thông tư 81/2025/TT-NHNN , giá, thời hạn, lãi suất chiết khấu và các loại phí liên quan được quy định như sau:

- Giá chiết khấu do tổ chức tín dụng và khách hàng thỏa thuận trong hợp đồng chiết khấu trên cơ sở giá trị thanh toán khi đến hạn thanh toán, mức độ rủi ro của công cụ chuyển nhượng, giá trị giấy tờ có giá khác, lãi suất chiết khấu, thời hạn còn lại của công cụ chuyển nhượng, giấy tờ có giá khác và các yếu tố khác.

- Thời hạn chiết khấu do tổ chức tín dụng và khách hàng thỏa thuận trong hợp đồng chiết khấu nhưng không vượt quá thời hạn thanh toán còn lại của công cụ chuyển nhượng, giấy tờ có giá khác; đối với giấy tờ có giá khác do tổ chức tín dụng khác phát hành, thời hạn chiết khấu tối đa là dưới 01 năm.

- Lãi suất chiết khấu:

+ Tổ chức tín dụng và khách hàng thỏa thuận trong hợp đồng chiết khấu về mức lãi suất chiết khấu phù hợp với quy định của pháp luật;

+ Lãi suất áp dụng đối với số tiền chiết khấu quá hạn do tổ chức tín dụng và khách hàng thỏa thuận trong hợp đồng chiết khấu nhưng không vượt quá 150% lãi suất chiết khấu đã áp dụng trong thời hạn chiết khấu;

+ Lãi suất áp dụng đối với số tiền lãi chậm trả do tổ chức tín dụng và khách hàng thỏa thuận trong hợp đồng chiết khấu nhưng không vượt quá 10%/năm tính trên số dư lãi chậm trả tương ứng với thời gian chậm trả;

+ Trường hợp đồng tiền chiết khấu là ngoại tệ, tổ chức tín dụng và khách hàng thỏa thuận trong hợp đồng chiết khấu thu lãi chiết khấu bằng ngoại tệ hoặc quy đổi ra đồng Việt Nam theo tỷ giá thỏa thuận.

- Các loại phí có liên quan đến hoạt động chiết khấu do tổ chức tín dụng và khách hàng thỏa thuận trong hợp đồng chiết khấu, phù hợp với quy định của pháp luật.","","","","","2026-03-27","https://thuvienphapluat.vn/hoi-dap-phap-luat/thu-tuc-chiet-khau-cong-cu-chuyen-nhuong-giay-to-co-gia-khac-duoc-thuc-hien-nhu-the-nao-tu-ngay-020-138084974.html","2026-04-08T16:11:54.427270+00:00"
"138084879","Bảng giá vàng ngày 27/3/2026 bao nhiêu tiền 1 lượng, 1 chỉ?",">>> Dưới đây là  bảng giá vàng hôm nay cập nhật mới nhất :

Bảng Giá vàng hôm nay 27/3/2026:

Đơn vị tính: Triệu VNĐ đồng/lượng

Giá vàng  SJC  Ngày 27-03-2026  08:00

Loại vàng

Mua vào

Bán ra

Vàng SJC 1L, 10L, 1KG

168.500

171.500

Vàng SJC 5 chỉ

168.500

171.520

Vàng SJC 0.5 chỉ, 1 chỉ, 2 chỉ

168.500

171.530

Vàng nhẫn SJC 99,99% 1 chỉ, 2 chỉ, 5 chỉ

168.300

171.300

Vàng nhẫn SJC 99,99% 0.5 chỉ, 0.3 chỉ

168.300

171.400

Nữ trang 99,99%

166.300

169.800

Nữ trang 99%

161.619

168.119

Nữ trang 75%

118.613

127.513

Nữ trang 68%

106.726

115.626

Nữ trang 61%

94.838

103.738

Nữ trang 58,3%

90.253

99.153

Nữ trang 41,7%

62.064

70.964

Giá vàng  DOJI  Ngày 27-03-2026  08:00

Loại vàng

Mua vào

Bán ra

SJC Lẻ

168.500

171.500

AVPL

168.500

171.500

Nhẫn tròn 999 Hưng Thịnh Vượng

168.500

171.500

Nữ trang 99.99

165.500

169.500

Nữ trang 99.9

165.000

169.000

Nữ trang 99

164.300

168.800

Giá vàng  PNJ  Ngày 27-03-2026  08:00

Loại vàng

Mua vào

Bán ra

Nhẫn Trơn PNJ 999.9

168.500

171.500

Vàng Kim Bảo 999.9

168.500

171.500

Vàng Phúc Lộc Tài 999.9

168.500

171.500

Vàng nữ trang 999.9

165.800

169.800

Vàng nữ trang 999

165.630

169.630

Vàng nữ trang 9920

162.240

168.440

Vàng nữ trang 99

161.900

168.100

Vàng 916 (22K)

149.340

155.540

Vàng 750 (18K)

118.450

127.350

Vàng 680 (16.3K)

106.560

115.460

Vàng 650 (15.6K)

101.470

110.370

Vàng 610 (14.6K)

94.680

103.580

Vàng 585 (14K)

90.430

99.330

Vàng 416 (10K)

61.740

70.640

Vàng 375 (9K)

54.780

63.680

Vàng 333 (8K)

47.640

56.540

Giá vàng  Bảo Tín Minh Châu  Ngày 27-03-2026  08:00

Thương phẩm

Loại vàng

Mua vào

Bán ra

VRTL

Vàng miếng 999.9 (24k)

168.000

171.000

Nhẫn tròn trơn 999.9 (24k)

168.000

171.000

Quà Mừng Vàng

Quà mừng bản vị vàng 999.9 (24k)

168.000

171.000

Vàng SJC

Vàng miếng 999.9 (24k)

168.400

171.500

Vàng BTMC

Trang sức bằng Vàng Rồng Thăng Long 999.9 (24k)

166.000

170.000

Trang sức bằng Vàng Rồng Thăng Long 99.9 (24k)

165.800

169.800

Vàng HTBT

Vàng 999.9 (24k)

156.500

-

Vàng Thị Trường

Vàng 999.9 (24k)

156.500

-

Giá vàng  Mi Hồng  Ngày 27-03-2026  08:00

Loại vàng

Mua vào

Bán ra

Vàng miếng SJC

168.500

171.000

Vàng 99,9%

168.500

171.000

Vàng 9T85 (98,5%)

154.500

158.500

Vàng 9T8 (98,0%)

153.700

157.700

Vàng 95 (95,0%)

149.000

-

Vàng V75 (75,0%)

111.000

116.000

Vàng V68 (68,0%)

99.500

104.500

Vàng 6T1 (61,0%)

96.500

101.500

Vàng 14K (58,0%)

90.500

95.500

Vàng 10K (41,0%)

63.500

68.500

Lưu ý:  Tổng hợp và cập nhật lúc 08:00 27/03/2026

- 1 lượng (cây) = 10 chỉ

- Giá trên là giá niêm yết vàng miếng

****

Dưới đây là Bảng giá vàng ngày 27/3/2026 cập nhật mới nhất như sau:

[ĐANG CẬP NHẬT...]

*Trên đây là Bảng giá vàng ngày 27 3 2026 bao nhiêu tiền 1 lượng, 1 chỉ?

Bảng giá vàng ngày 27 3 2026 bao nhiêu tiền 1 lượng, 1 chỉ? (Hình từ Internet)

Căn cứ theo Điều 10  Nghị định 24/2012/NĐ-CP  quy định về quản lý hoạt động kinh doanh mua bán vàng miếng như sau:

Điều 10. Quản lý hoạt động kinh doanh mua, bán vàng miếng

Hoạt động mua, bán vàng miếng của các tổ chức, cá nhân chỉ được thực hiện tại các tổ chức tín dụng và doanh nghiệp được Ngân hàng Nhà nước cấp Giấy phép kinh doanh mua, bán vàng miếng.

Như vậy, hoạt động mua bán vàng miếng của các tổ chức, cá nhân chỉ được thực hiện tại các tổ chức tín dụng và doanh nghiệp được Ngân hàng Nhà nước cấp Giấy phép kinh doanh mua, bán vàng miếng.

Căn cứ theo quy định tại Điều 6  Nghị định 24/2012/NĐ-CP  được bổ sung bởi khoản 5 Điều 1  Nghị định 232/2025/NĐ-CP , doanh nghiệp hoạt động sản xuất vàng trang sức, mỹ nghệ có các trách nhiệm như sau:

Điều 6. Trách nhiệm của doanh nghiệp hoạt động sản xuất vàng trang sức, mỹ nghệ

1. Thực hiện đóng mã ký hiệu và hàm lượng vàng trên sản phẩm, công bố tiêu chuẩn áp dụng, khối lượng của sản phẩm theo quy định pháp luật và chịu trách nhiệm trước pháp luật về tiêu chuẩn công bố áp dụng và khối lượng sản phẩm đã công bố do doanh nghiệp sản xuất.

2. Chịu trách nhiệm trước pháp luật về tiêu chuẩn công bố áp dụng và khối lượng sản phẩm do doanh nghiệp thuê gia công.

3. Chấp hành các quy định của pháp luật về chế độ kế toán, lập và sử dụng hóa đơn, chứng từ.

4. Có phương án bảo đảm an toàn trong hoạt động sản xuất kinh doanh, bảo vệ môi trường và phòng chống cháy nổ.

5. Bảo đảm duy trì các điều kiện quy định tại Khoản 1 Điều 5 Nghị định này.

5a. Khi bán vàng nguyên liệu mua từ doanh nghiệp, ngân hàng thương mại quy định tại Điều 11a Nghị định này phải lập và sử dụng hóa đơn điện tử theo quy định của pháp luật; lưu trữ đầy đủ, chính xác dữ liệu giao dịch bán vàng nguyên liệu; thực hiện kết nối cung cấp thông tin cho Ngân hàng Nhà nước theo quy định của Thống đốc Ngân hàng Nhà nước

6. Tuân thủ các quy định tại Nghị định này và các quy định của pháp luật khác có liên quan.

Như vậy, Doanh nghiệp hoạt động sản xuất vàng trang sức, mỹ nghệ có trách nhiệm sau:

- Thực hiện đóng mã ký hiệu và hàm lượng vàng trên sản phẩm, công bố tiêu chuẩn áp dụng, khối lượng của sản phẩm theo quy định pháp luật và chịu trách nhiệm trước pháp luật về tiêu chuẩn công bố áp dụng và khối lượng sản phẩm đã công bố do doanh nghiệp sản xuất.

- Chịu trách nhiệm trước pháp luật về tiêu chuẩn công bố áp dụng và khối lượng sản phẩm do doanh nghiệp thuê gia công.

- Chấp hành các quy định của pháp luật về chế độ kế toán, lập và sử dụng hóa đơn, chứng từ.

- Có phương án bảo đảm an toàn trong hoạt động sản xuất kinh doanh, bảo vệ môi trường và phòng chống cháy nổ.

- Bảo đảm duy trì các điều kiện quy định tại khoản 1 Điều 5  Nghị định 24/2012/NĐ-CP .

- Khi bán vàng nguyên liệu mua từ doanh nghiệp, ngân hàng thương mại quy định tại Điều 11a  Nghị định 24/2012/NĐ-CP  phải lập và sử dụng hóa đơn điện tử theo quy định của pháp luật; lưu trữ đầy đủ, chính xác dữ liệu giao dịch bán vàng nguyên liệu; thực hiện kết nối cung cấp thông tin cho Ngân hàng Nhà nước theo quy định của Thống đốc Ngân hàng Nhà nước.

- Tuân thủ các quy định tại  Nghị định 24/2012/NĐ-CP  và các quy định của pháp luật khác có liên quan.

*Trên đây là Bảng giá vàng ngày 27 3 2026 bao nhiêu tiền 1 lượng, 1 chỉ?","","","","","2026-03-27","https://thuvienphapluat.vn/hoi-dap-phap-luat/bang-gia-vang-ngay-2732026-bao-nhieu-tien-1-luong-1-chi-138084879.html","2026-04-08T16:11:59.275110+00:00"
"138084892","Cập nhật giá vàng hôm nay 27/3 tăng hay giảm? Bao nhiêu tiền 1 lượng?",">>> Dưới đây là  bảng giá vàng hôm nay cập nhật mới nhất :

Cập nhật giá vàng hôm nay 27/3/2026

Giá vàng hôm nay

(26/3/2026)

Mua vào

(triệu đồng/lượng)

Bán ra

(triệu đồng/lượng)

Mua vào

(so với hôm qua - nghìn đồng/lượng)

Bán ra

(so với hôm qua - nghìn đồng/lượng)

SJC

168,5

171,5

-2000

-2000

Tập đoàn DOJI

168,5

171,5

-2000

-2000

Mi Hồng

169,5

171,5

-2000

-2000

PNJ

168,5

171,5

-2000

-2000

Bảo Tín Minh Châu

168,4

171,5

-3600

-3500

Bảo Tín Mạnh Hải

168,5

171,5

-2000

-2000

Phú Quý

168,0

171,5

-2500

-2000

***

* Trên đây là Thông tin về Cập nhật giá vàng hôm nay 27 3 tăng hay giảm? Bao nhiêu tiền 1 lượng?

Cập nhật giá vàng hôm nay 27 3 tăng hay giảm? Bao nhiêu tiền 1 lượng? (Hình từ Internet)

Căn cứ theo Điều 19  Nghị định 24/2012/NĐ-CP  được sửa đổi bởi khoản 12 Điều 1  Nghị định 232/2025/NĐ-CP , những hành vi vi phạm các quy định của pháp luật trong hoạt động kinh doanh vàng là:

- Hoạt động sản xuất vàng trang sức, mỹ nghệ không có Giấy chứng nhận đủ điều kiện kinh doanh do Ngân hàng Nhà nước cấp.

- Hoạt động sản xuất, hoạt động kinh doanh mua, bán vàng miếng không có giấy phép do Ngân hàng Nhà nước cấp; hoạt động xuất khẩu, nhập khẩu vàng nguyên liệu, xuất khẩu, nhập khẩu vàng miếng không đúng quy định.

- Mang theo vàng khi xuất cảnh, nhập cảnh của cá nhân vượt mức quy định không có giấy phép do Ngân hàng Nhà nước cấp.

- Sử dụng vàng làm phương tiện thanh toán.

- Hoạt động sản xuất vàng miếng trái với quy định tại  Nghị định 24/2012/NĐ-CP .

- Hoạt động kinh doanh vàng khác khi chưa được Thủ tướng Chính phủ cho phép và Ngân hàng Nhà nước cấp giấy phép.

- Vi phạm các quy định khác tại  Nghị định 24/2012/NĐ-CP  và các quy định của pháp luật khác có liên quan.

Căn cứ theo Điều 16  Nghị định 24/2012/NĐ-CP  được sửa đổi bởi khoản 10 Điều 1  Nghị định 232/2025/NĐ-CP  quy định trách nhiệm của Ngân hàng Nhà nước trong hoạt động kinh doanh vàng là:

- Xây dựng, trình cấp có thẩm quyền ban hành chiến lược, kế hoạch về phát triển thị trường vàng theo hướng thị trường hóa.

- Xây dựng, điều chỉnh tổng hạn mức hàng năm đối với việc xuất khẩu, nhập khẩu vàng miếng, nhập khẩu vàng nguyên liệu của các doanh nghiệp, ngân hàng thương mại quy định tại Điều 11a  Nghị định 24/2012/NĐ-CP  trên cơ sở:

+ Tình hình kinh tế vĩ mô và mục tiêu điều hành chính sách tiền tệ;

+ Quy mô dự trữ ngoại hối nhà nước;

+ Tình hình thực hiện hoạt động xuất khẩu, nhập khẩu vàng miếng, vàng nguyên liệu;

